Date_Time,wnd_sp,wnd_dir
9/9/2021 11:02,2.2400,333
9/9/2021 12:02,2.6800,317
9/9/2021 13:02,3.1300,303
9/9/2021 14:02,3.5800,280
9/9/2021 15:02,2.6800,281
9/9/2021 16:02,1.7900,252
9/9/2021 17:02,2.6800,260
9/9/2021 18:02,1.7900,279
9/9/2021 19:02,0.8900,244
9/9/2021 20:02,0.0000,0
9/9/2021 21:02,0.0000,0
9/9/2021 22:02,0.4500,122
9/10/2021 0:02,0.8900,123
9/10/2021 1:02,1.3400,84
9/10/2021 2:02,1.3400,111
9/10/2021 3:02,0.4500,102
9/10/2021 4:02,0.4500,165
9/10/2021 5:02,0.0000,112
9/10/2021 6:02,0.8900,0
9/10/2021 7:02,0.4500,324
9/10/2021 8:02,0.4500,85
9/10/2021 9:02,0.0000,119
9/10/2021 10:02,0.8900,0
9/10/2021 11:02,1.7900,188
9/10/2021 12:02,2.2400,211
9/10/2021 13:02,2.6800,249
9/10/2021 14:02,1.7900,238
9/10/2021 15:02,3.1300,245
9/10/2021 16:02,1.7900,254
9/10/2021 17:02,0.8900,264
9/10/2021 18:02,1.3400,214
9/10/2021 19:02,0.4500,8
9/10/2021 20:02,0.4500,200
9/10/2021 21:02,0.0000,335
9/10/2021 22:02,0.4500,0
